"","id","product","c_q_scl_powder_overall_liking","c_q_scl_powder_appearance_liking","c_q_scl_powder_aroma_liking","c_q_cata_powder_easy_to_prepare","c_q_cata_powder_dissolve_quickly","c_q_cata_powder_lumps","c_q_cata_powder_foamy","c_q_cata_powder_mild","c_q_cata_powder_milky","c_q_cata_powder_sweet","c_q_cata_powder_off_notes","c_q_cata_powder_nondairy_notes","c_q_cata_powder_natural_color","c_q_cata_powder_easy_scoop","c_q_scl_milk_preparation_liking","c_q_scl_milk_pretaste_appearance_liking","c_q_scl_milk_pretaste_overall_liking","c_q_scl_milk_posttaste_aroma_liking","c_q_scl_milk_posttaste_taste_liking","c_q_cata_milk_easy_prepare","c_q_cata_milk_easy_dissolve","c_q_cata_milk_lumps","c_q_cata_milk_low_foam","c_q_cata_milk_milk","c_q_cata_milk_milky","c_q_cata_milk_sweet","c_q_cata_milk_dairy_off_notes","c_q_cata_milk_smooth","c_q_cata_milk_natural_color","c_q_cata_milk_residue_bottle","c_q_scl_empty_bottle_appearance_liking","c_q_scl_empty_bottle_aroma_liking","c_q_scl_empty_bottle_overall_liking","c_s_organic","c_s_location","t_s_gender","c_s_age_group","c_s_brand_use","c_s_parent_type","c_s_child_age","c_s_child_gender","c_s_relationship","c_s_responsible_primary_care","c_s_responsible_purchase_product_child","c_s_breastfed","c_s_breastmilk_in_bottle","c_s_breastfed_duration","c_s_format","c_s_given_brand","c_s_current_brand","c_s_brand_reason","c_s_working_status","c_s_social"
"5537",5110,"Hero Nutrasense IF",10,9,8,1,1,2,2,1,1,1,1,1,1,1,8,9,9,8,9,1,1,1,1,1,1,1,1,1,1,1,8,9,9,1,5,2,3,2,1,6,1,1,3,2,0,2,0,1,"11 12",12,0,3,1
"5538",5111,"Hero Nutrasense IF",8,8,9,1,1,2,2,1,1,1,2,2,1,1,8,8,8,5,6,1,1,2,1,2,1,1,2,1,1,2,5,5,6,1,5,2,4,2,2,2,1,1,3,3,2,0,0,1,"12",12,0,3,2
"5539",5112,"Hero Nutrasense IF",8,8,9,1,1,2,2,1,1,1,2,2,1,1,8,9,9,9,8,1,1,1,1,1,1,1,1,1,1,1,8,9,8,2,5,1,3,2,1,5,2,2,2,2,0,0,0,1,"14",14,0,3,1
"5540",5113,"Hero Nutrasense IF",4,3,4,2,2,1,1,2,2,2,1,1,2,2,6,6,6,5,5,1,1,1,2,1,1,2,1,1,1,2,5,4,5,1,5,2,2,2,2,3,2,1,2,1,0,2,0,1,"11",11,0,3,2
"5541",5114,"Hero Nutrasense IF",4,4,5,1,2,1,1,1,1,2,2,1,2,1,5,4,5,5,5,2,1,2,2,1,1,1,1,1,1,1,5,5,5,1,5,1,4,1,1,7,2,2,2,2,2,0,0,1,"5",5,0,2,2
"5542",5115,"Hero Nutrasense IF",5,4,2,2,1,1,1,1,1,1,2,1,1,2,5,4,4,5,4,2,2,2,2,1,1,2,1,2,2,2,4,4,4,1,5,2,2,2,2,11,2,1,2,2,0,1,2,2,"8",8,0,2,1
"5543",5116,"Hero Nutrasense IF",4,4,6,2,2,1,1,1,1,1,1,2,2,1,7,7,8,7,6,1,1,1,2,1,1,1,2,1,1,2,7,6,6,2,5,2,3,1,1,2,2,1,2,2,2,0,0,2,"3",3,0,3,1
"5544",5120,"Hero Nutrasense IF",5,6,5,1,2,1,2,1,2,1,1,1,1,1,6,6,5,6,5,2,2,2,2,1,1,2,1,1,1,2,7,6,6,2,5,1,2,1,1,9,2,2,2,2,0,0,0,1,"3 14",3,0,1,1
"5545",5121,"Hero Nutrasense IF",9,9,8,2,1,2,2,1,1,1,2,2,1,1,10,10,10,9,9,1,1,1,1,1,1,1,1,1,1,1,10,10,10,1,5,2,2,2,1,8,1,1,2,2,0,2,0,2,"9 11",9,0,4,1
"5546",5122,"Hero Nutrasense IF",3,3,4,2,2,1,1,2,1,1,2,1,1,2,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,3,1,5,2,3,2,1,3,1,1,1,1,0,2,0,2,"10",10,0,3,1
"5547",5123,"Hero Nutrasense IF",5,4,5,1,1,1,1,2,2,2,1,1,2,1,5,5,5,4,4,2,2,2,2,2,2,2,1,2,2,2,4,3,2,1,5,2,3,1,1,12,1,1,2,2,2,1,2,2,"1",1,0,2,2
"5548",5124,"Hero Nutrasense IF",8,8,6,1,1,2,1,1,1,1,2,2,1,1,8,8,7,6,7,1,1,1,1,1,1,1,1,1,1,1,8,7,7,1,5,1,3,2,2,12,1,2,2,1,2,0,0,1,"11 12",11,0,3,2
"5549",5125,"Hero Nutrasense IF",4,7,5,1,2,2,1,1,1,1,2,2,1,2,7,5,6,5,2,1,1,1,2,1,1,2,2,1,1,2,3,5,2,1,5,1,3,2,2,5,1,2,3,3,0,1,2,1,"13",13,0,1,1
"5550",5127,"Hero Nutrasense IF",4,5,4,2,2,1,2,2,2,1,2,1,1,2,6,5,5,6,5,1,1,1,1,2,2,1,1,2,1,1,7,7,6,1,5,2,3,1,1,5,2,1,2,3,0,0,0,1,"2",2,0,3,2
"5551",5128,"Hero Nutrasense IF",4,7,8,2,1,2,2,1,1,1,1,2,1,1,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,9,9,9,2,5,2,4,2,1,11,2,1,1,1,2,2,0,2,"6",6,0,4,1
"5552",5132,"Hero Nutrasense IF",8,9,9,1,1,2,2,1,1,2,2,2,1,1,8,7,7,6,5,1,1,1,1,2,1,1,2,1,1,1,6,5,5,1,5,2,2,1,1,7,2,1,3,3,0,0,0,1,"1 2",2,0,4,2
"5553",6001,"Hero Nutrasense IF",10,10,9,1,1,1,2,1,1,1,2,2,1,1,10,9,9,8,10,1,1,1,1,1,1,1,1,1,1,1,10,10,10,1,6,2,2,1,2,6,1,1,2,2,0,0,0,2,"1 2 10 11 12 13",1,0,3,1
"5554",6002,"Hero Nutrasense IF",10,8,8,1,1,2,1,1,1,2,1,1,1,1,7,9,9,9,4,1,1,1,1,2,2,2,2,1,1,1,9,7,7,1,6,2,2,1,1,8,2,1,2,2,0,0,0,2,"1 2 8 9",2,0,3,1
"5555",6006,"Hero Nutrasense IF",9,10,9,1,1,2,2,1,1,1,2,2,1,1,6,10,9,8,5,1,1,1,1,2,1,2,2,1,1,1,9,9,6,1,6,2,1,1,1,8,2,1,1,1,1,1,2,2,"2 3 7 9",2,0,3,2
"5556",6007,"Hero Nutrasense IF",8,8,8,1,1,1,1,1,1,1,2,1,1,1,8,8,8,7,7,1,1,2,2,1,1,1,2,2,1,1,5,6,6,1,6,1,1,1,2,5,1,2,2,2,1,0,3,1,"1 3 8 9 10 11",1,0,1,1
"5557",6008,"Hero Nutrasense IF",7,6,5,2,2,1,1,1,1,2,1,1,2,2,8,7,7,7,4,1,1,2,2,2,1,1,1,2,2,1,7,7,4,1,6,2,1,1,1,3,2,1,2,2,0,0,0,2,"2 4 5 11 12",2,0,5,1
"5558",6009,"Hero Nutrasense IF",9,9,9,2,1,2,1,1,1,2,1,1,1,1,9,8,7,8,7,1,1,2,2,1,1,2,2,2,1,1,8,8,8,1,6,2,1,1,2,3,1,1,2,1,2,0,0,1,"1 2 5 9 10 12 13",1,0,2,1
"5559",6010,"Hero Nutrasense IF",8,9,7,1,1,2,1,1,1,1,2,2,1,1,8,9,6,7,7,1,2,2,1,2,1,1,2,1,1,1,6,10,6,1,6,2,2,1,2,10,2,1,3,3,0,0,0,2,"1 8 9 12",1,0,2,2
"5560",6012,"Hero Nutrasense IF",7,10,9,2,1,1,1,1,1,1,2,2,1,1,7,7,7,7,8,1,1,1,1,1,1,2,1,1,2,1,9,8,10,1,6,1,2,2,1,6,2,2,2,2,2,0,0,1,"4 7 9 12",12,0,1,1
"5561",6014,"Hero Nutrasense IF",6,6,7,1,1,2,1,1,1,1,1,2,1,1,7,7,7,8,9,1,1,1,1,1,1,1,1,1,1,1,7,9,9,2,6,2,2,2,1,6,1,1,2,2,0,0,0,2,"3 14",14,0,3,1
"5562",6016,"Hero Nutrasense IF",8,9,7,1,1,1,1,2,1,1,1,1,1,1,10,10,10,10,9,1,1,1,1,2,1,1,1,2,1,1,10,9,10,1,6,2,4,2,2,2,2,1,1,3,0,0,0,1,"9",9,0,3,2
"5563",6018,"Hero Nutrasense IF",5,9,7,1,1,2,1,1,1,1,2,2,1,2,7,6,6,5,5,1,1,2,1,1,1,2,2,1,2,2,6,6,7,1,6,2,1,1,2,7,1,1,1,2,0,0,0,1,"1 2 6 7 8 10 13 14",2,0,2,1
"5564",6019,"Hero Nutrasense IF",5,4,4,2,2,1,1,2,1,2,2,1,1,2,6,7,6,6,4,1,2,2,2,1,1,1,2,2,1,1,1,5,3,1,6,2,1,1,2,5,2,1,1,1,0,2,0,1,"2 5 10 11 13",2,0,3,1
"5565",6020,"Hero Nutrasense IF",8,8,8,1,1,2,1,1,1,2,2,2,1,1,7,8,8,8,8,1,1,1,1,1,1,1,1,1,1,2,8,8,8,2,6,1,4,1,2,3,1,2,3,3,0,0,0,1,"3 6 8",3,0,1,2
"5566",6021,"Hero Nutrasense IF",8,4,7,1,1,2,2,1,1,1,1,2,2,1,9,9,7,8,10,1,1,1,2,1,1,1,1,2,1,1,2,6,10,1,6,1,3,1,1,4,1,2,2,2,0,1,2,1,"4 9",4,0,2,1
"5567",6022,"Hero Nutrasense IF",5,3,4,1,2,1,2,2,1,1,1,2,2,1,7,8,7,4,8,1,1,1,2,1,1,2,1,1,2,1,5,5,7,1,6,2,3,2,2,7,2,1,2,2,0,0,0,2,"1 2 6 8 9",8,0,3,1
"5568",6023,"Hero Nutrasense IF",6,6,6,1,1,2,2,1,1,2,1,1,1,1,6,5,5,5,7,1,1,1,2,1,1,1,2,2,1,1,7,8,7,1,6,2,2,1,1,5,2,1,1,1,0,0,0,1,"1 4",4,0,3,1
"5569",6024,"Hero Nutrasense IF",9,8,7,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,10,1,1,1,1,1,1,1,1,1,1,1,10,10,10,1,6,1,4,1,2,1,1,2,3,2,0,0,0,2,"1 2 4 5 7",4,0,1,1
"5570",6025,"Hero Nutrasense IF",7,6,7,2,1,1,2,1,1,2,1,1,1,1,6,6,6,4,8,2,1,2,2,2,1,1,1,1,1,1,7,6,6,1,6,2,2,2,2,1,1,1,1,2,0,0,0,2,"2 3 7 8 9 14",8,0,3,1
"5571",6026,"Hero Nutrasense IF",10,7,9,1,1,2,1,1,2,1,2,2,2,1,9,9,10,9,10,1,1,2,1,1,1,1,2,1,2,1,9,9,9,1,6,2,4,2,1,11,1,1,2,2,0,0,0,2,"4 5 6 8 9 11 12",11,0,3,2
"5572",6027,"Hero Nutrasense IF",8,8,7,2,1,2,2,1,1,1,2,1,1,1,9,8,8,8,9,1,1,1,2,1,1,1,2,1,1,2,4,7,7,1,6,1,2,1,1,11,1,2,2,2,2,0,0,1,"2 6 9",2,0,1,2
"5573",6029,"Hero Nutrasense IF",8,7,7,1,1,1,1,1,1,2,2,1,1,1,8,7,8,8,9,1,1,1,1,1,1,1,1,1,1,1,9,8,9,2,6,1,3,1,2,12,1,2,3,3,0,0,0,2,"3 4 5 7 11 12 13 14",3,0,1,2
"5574",6030,"Hero Nutrasense IF",10,10,10,1,1,2,2,1,1,1,1,2,1,2,10,10,10,8,10,1,1,1,1,1,1,1,1,1,1,1,10,10,10,1,6,2,3,1,1,6,1,2,3,3,1,0,2,2,"2 6",2,0,1,2
"5575",6031,"Hero Nutrasense IF",8,8,8,1,2,1,2,2,1,1,1,2,1,1,8,7,7,6,8,1,1,2,2,1,1,1,2,1,2,2,8,7,8,1,6,2,3,1,1,3,2,1,1,1,0,2,0,2,"1 5 8",1,0,3,1
"5576",6032,"Hero Nutrasense IF",9,10,10,1,1,2,1,1,1,1,2,1,1,1,10,10,9,8,7,1,1,2,1,1,1,2,1,1,1,2,9,8,6,1,6,2,3,1,2,6,1,1,2,2,2,0,0,2,"1 2 5 6 11",1,0,3,2
"5577",6033,"Hero Nutrasense IF",7,7,4,2,2,1,1,2,1,1,2,1,2,2,8,7,7,7,6,1,1,1,1,1,2,1,2,1,2,1,7,7,6,1,6,1,4,1,1,5,2,2,2,2,0,0,0,2,"2 3 7 11",2,0,1,2
"5578",6034,"Hero Nutrasense IF",7,9,8,1,1,2,1,1,1,1,2,1,1,1,8,9,9,9,10,1,1,1,1,1,1,1,1,1,1,2,10,9,10,2,6,2,4,2,2,6,1,1,2,2,0,0,0,2,"3 7 13 14",7,0,3,2
"5579",6035,"Hero Nutrasense IF",5,3,1,2,2,1,1,2,1,1,1,1,2,1,3,2,1,1,1,2,2,2,1,2,2,1,1,1,2,2,1,1,1,1,6,2,4,1,1,6,1,1,2,2,1,0,2,2,"1 2 4 11 12 13",1,0,1,2
"5580",6036,"Hero Nutrasense IF",9,9,8,1,1,2,2,1,1,2,2,2,1,1,9,8,9,9,10,1,1,1,1,1,1,2,1,1,1,1,9,9,8,1,6,1,4,2,2,11,1,2,2,3,2,2,0,1,"5 8 9 12 13",12,0,1,2
"5581",6037,"Hero Nutrasense IF",7,7,7,1,1,2,1,1,1,1,2,2,1,2,8,6,7,5,7,1,1,2,1,1,1,1,2,1,1,2,7,6,6,2,6,2,1,1,1,6,1,1,2,3,2,0,0,2,"1 2 3 5 6 9 12 14",3,0,3,2
"5582",6038,"Hero Nutrasense IF",5,7,6,1,1,1,1,1,1,1,1,1,1,1,6,6,6,5,8,1,1,1,2,2,1,1,1,2,1,2,9,8,8,1,6,2,4,1,2,3,1,1,1,2,0,0,0,2,"1 2 11",1,0,4,1
"5583",6039,"Hero Nutrasense IF",8,9,9,1,1,2,2,1,1,1,2,1,1,1,10,8,9,9,10,1,1,2,2,1,1,1,2,1,1,1,8,8,9,1,6,2,4,2,2,3,1,1,1,2,0,2,0,1,"1 8",8,0,3,1
"5584",6040,"Hero Nutrasense IF",10,10,6,1,1,2,1,1,1,2,2,2,1,1,10,10,10,8,8,1,1,1,1,1,1,2,2,1,1,2,10,7,9,1,6,2,2,2,1,9,2,1,2,2,1,0,2,1,"13",13,0,3,2
"5585",6041,"Hero Nutrasense IF",10,9,9,1,1,2,2,1,1,2,2,2,1,1,10,10,10,10,10,1,1,1,1,1,1,2,2,1,1,1,10,10,10,2,6,1,4,1,2,12,1,2,2,2,0,0,0,2,"3 4 5 6 7 12 13 14",3,0,1,2
"5586",6042,"Hero Nutrasense IF",10,10,9,1,1,2,2,1,1,1,2,1,1,2,10,8,9,7,7,1,1,2,2,1,2,2,2,2,1,2,8,8,7,1,6,2,2,1,2,2,1,1,1,2,0,2,0,2,"2 4 5 11 13",5,0,2,2
"5587",6044,"Hero Nutrasense IF",9,10,9,1,1,1,1,1,1,2,1,2,1,1,8,10,9,8,6,1,1,1,2,1,1,1,1,1,1,1,8,8,7,1,6,2,3,1,2,8,1,1,1,2,2,2,0,2,"1 2 5 13",1,0,1,1
"5588",6045,"Hero Nutrasense IF",8,9,9,1,1,2,2,1,1,1,2,1,1,1,9,10,9,9,10,1,2,1,1,1,1,1,2,1,1,1,9,7,10,2,6,2,4,1,1,9,2,1,1,1,0,2,0,2,"1 3 5 8 13",3,0,2,2
"5589",6046,"Hero Nutrasense IF",9,10,8,1,1,2,1,1,1,1,1,1,1,1,9,10,9,10,9,1,1,1,2,2,1,1,2,1,1,1,9,9,10,1,6,2,1,2,1,8,2,1,1,1,0,0,0,1,"1 10",10,0,3,1
"5590",6047,"Hero Nutrasense IF",7,6,7,1,2,1,1,2,1,2,1,2,1,2,9,7,6,6,7,1,1,2,1,1,1,2,1,2,1,1,7,6,7,1,6,2,1,2,1,4,1,1,2,2,2,0,0,1,"5 10",10,0,4,1
"5591",6048,"Hero Nutrasense IF",10,10,10,2,2,1,2,1,1,2,1,2,1,2,10,10,10,10,9,1,2,2,1,2,1,1,2,1,1,2,4,5,5,1,6,2,1,2,2,2,1,1,2,3,0,2,0,1,"8",8,0,3,1
"5592",6049,"Hero Nutrasense IF",8,7,8,1,1,2,2,1,1,1,2,2,2,1,7,8,8,8,8,1,1,2,2,1,1,1,2,2,2,1,6,7,7,2,6,1,3,1,1,6,1,2,2,2,1,0,3,1,"3 7",3,0,1,2
"5593",6050,"Hero Nutrasense IF",10,10,10,1,1,1,1,1,1,1,2,2,1,1,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,10,9,10,1,6,2,1,2,2,11,2,1,1,2,0,0,0,2,"1 2 7 8 10 11 12 13",8,0,4,1
"5594",6051,"Hero Nutrasense IF",8,7,6,1,1,2,1,1,1,1,1,1,1,1,8,8,8,7,8,1,1,2,2,1,1,1,2,1,1,2,8,7,8,1,6,2,4,1,1,12,1,1,2,2,2,0,0,1,"2 3 9",2,0,3,2
"5595",6052,"Hero Nutrasense IF",9,9,8,1,1,1,1,2,1,1,1,1,1,2,3,10,8,6,7,1,1,2,1,2,1,1,1,1,2,2,9,7,10,1,6,2,4,1,2,12,1,1,2,2,2,2,0,1,"1 2 11 12 13",2,0,2,1
"5596",6053,"Hero Nutrasense IF",8,9,8,1,1,2,1,1,1,1,1,2,1,1,8,9,8,8,6,1,1,2,1,1,2,1,2,1,1,2,8,8,8,2,6,2,3,2,2,9,1,1,2,2,0,0,0,2,"3 4 5 6 7 13 14",7,0,3,1
"5597",6054,"Hero Nutrasense IF",4,4,4,2,1,1,1,2,2,2,2,1,1,2,8,5,5,4,6,1,1,2,2,1,2,2,2,1,2,2,5,5,5,1,6,1,1,2,1,3,1,2,3,3,0,2,0,2,"1 7 8 10 12 13",12,0,1,1
"5598",6055,"Hero Nutrasense IF",5,5,5,2,1,1,2,1,1,2,2,1,2,2,6,5,5,5,5,1,1,2,2,2,1,2,1,1,2,1,5,6,5,2,6,1,4,2,1,11,1,2,2,2,0,1,3,1,"2 3 6 9 11 14 23",14,0,3,2
"5599",6056,"Hero Nutrasense IF",8,8,7,1,1,2,2,2,1,1,1,1,1,2,8,8,8,8,8,1,1,1,2,1,1,1,1,1,1,2,8,8,8,1,6,2,2,2,1,6,2,1,1,2,0,0,0,1,"1 2 7 8 10 11",10,0,3,1
"5600",6057,"Hero Nutrasense IF",8,8,6,1,2,2,1,1,2,1,2,2,2,1,5,8,7,6,5,1,1,2,1,1,2,1,2,2,1,1,5,2,5,1,6,2,2,1,1,4,2,1,1,1,0,0,0,1,"1 6 10 11",1,0,3,1
"5601",6059,"Hero Nutrasense IF",8,10,7,1,1,2,1,1,1,1,1,1,1,1,7,6,8,7,6,1,1,2,2,1,2,2,1,1,1,2,7,7,8,1,6,2,1,2,1,7,1,1,2,2,0,0,0,2,"4 5 6 7 8 9",8,0,3,1
"5602",6060,"Hero Nutrasense IF",7,8,8,1,1,2,2,1,1,2,2,2,1,1,9,9,8,8,7,1,2,2,1,1,1,2,1,1,1,1,8,7,6,2,6,2,1,2,1,7,1,1,1,2,0,0,0,2,"3 6 7 13 14",14,0,3,1
"5603",6061,"Hero Nutrasense IF",8,7,8,2,1,1,2,1,1,1,1,2,1,2,8,7,7,6,7,1,1,1,1,1,1,2,1,1,2,1,8,8,9,1,6,2,2,1,1,10,2,1,1,1,0,1,4,1,"2 5 6 8 9 10 23",2,0,3,1
"5604",6062,"Hero Nutrasense IF",6,7,7,1,1,1,1,1,1,1,2,1,1,1,7,4,5,4,3,1,2,2,2,1,2,1,2,2,1,1,5,5,4,1,6,2,4,2,2,8,2,1,2,2,0,0,0,2,"1 2 6 8 9 10 11 12",11,0,3,1
"5605",6063,"Hero Nutrasense IF",8,8,8,1,1,2,2,1,1,1,2,1,1,1,8,7,7,8,4,1,1,1,2,1,2,2,2,1,1,1,7,7,8,1,6,2,3,2,2,6,2,1,2,2,0,0,0,2,"1 2 8 9 10",10,0,3,1
"5606",6064,"Hero Nutrasense IF",8,7,7,1,1,1,1,1,1,1,1,2,1,1,8,9,7,9,7,1,1,1,2,1,2,2,2,1,1,1,8,6,8,2,6,2,3,1,1,8,2,1,1,2,1,2,2,1,"3 14",3,0,3,1
"5607",6065,"Hero Nutrasense IF",9,8,8,1,1,2,2,1,1,1,1,1,1,1,9,9,9,7,8,1,1,1,1,1,1,1,1,1,1,1,10,10,10,2,6,2,3,2,2,5,2,1,2,2,0,0,0,2,"3 4 5 7 12 13 14",14,0,3,1
"5608",6066,"Hero Nutrasense IF",8,10,10,1,1,2,1,1,1,2,1,2,1,1,10,9,7,8,10,1,1,1,1,1,1,2,2,2,1,2,4,7,7,1,6,2,1,1,2,11,1,1,1,2,1,0,4,2,"1 2 4 5 6 7 8 9",2,0,4,1
"5609",6067,"Hero Nutrasense IF",4,4,1,1,1,2,2,1,2,2,1,1,1,1,4,1,3,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,1,6,2,4,1,2,2,2,1,2,2,0,1,2,2,"1 2 10 11",2,0,3,1
"5610",6068,"Hero Nutrasense IF",5,6,6,1,1,2,1,1,1,2,2,2,1,1,6,6,5,5,5,1,1,2,1,1,1,1,1,1,1,2,7,8,6,1,6,1,4,1,1,9,2,2,2,2,1,1,2,2,"1 2 23",2,0,1,2
"5611",6069,"Hero Nutrasense IF",8,7,8,1,1,2,1,1,1,1,2,1,1,2,9,9,9,8,8,1,1,1,1,1,1,1,2,1,1,2,8,8,9,1,6,2,2,2,2,4,1,1,2,1,0,1,3,1,"8",8,0,2,1
"5612",6070,"Hero Nutrasense IF",6,6,6,1,1,1,1,1,1,1,1,1,1,1,7,6,7,7,8,1,1,1,1,1,1,1,1,1,1,2,6,6,7,1,6,2,4,1,1,3,1,1,1,1,0,0,0,1,"4",4,0,3,1
"5613",6071,"Hero Nutrasense IF",8,7,6,2,1,1,1,2,2,1,1,1,2,1,6,8,7,7,10,1,1,1,1,1,1,1,1,1,2,1,9,9,9,1,6,2,1,2,2,9,1,1,1,2,0,0,0,2,"2 9 11",11,0,4,1
"5614",6072,"Hero Nutrasense IF",8,8,8,1,1,2,1,1,1,1,1,2,1,1,9,8,8,8,7,1,1,2,1,1,1,1,1,1,1,2,8,8,8,2,6,2,2,1,2,8,2,1,2,2,0,0,0,2,"3 4 5 7 13 14",3,0,3,1
"5615",6073,"Hero Nutrasense IF",8,8,7,1,1,2,1,1,1,1,2,2,1,1,8,8,8,8,8,1,1,2,2,1,1,1,1,1,1,2,8,8,8,2,6,1,3,2,1,10,2,2,2,3,0,0,0,1,"3 6 12 14",14,0,1,2
"5616",6074,"Hero Nutrasense IF",9,9,8,1,1,2,1,1,1,1,2,2,1,1,9,9,9,7,7,1,1,1,1,1,2,1,2,1,1,1,8,8,7,1,6,2,3,2,1,6,1,1,1,1,0,0,0,1,"1 3 10",10,0,3,1
"5617",6075,"Hero Nutrasense IF",8,8,9,1,1,1,2,1,1,1,2,1,1,1,8,8,8,9,8,1,1,1,2,1,1,1,1,1,1,2,8,9,8,1,6,1,3,1,2,6,1,2,3,3,0,0,0,2,"1 2 4 5 8 10 11 13",1,0,1,2
"5618",6076,"Hero Nutrasense IF",7,8,8,1,1,2,2,1,1,1,2,2,1,1,8,8,8,8,8,1,1,1,1,1,1,1,2,1,1,1,7,8,6,1,6,1,3,2,1,6,1,2,3,3,0,0,0,2,"1 2 8 9 10 11 12 13",10,0,1,1
"5619",6077,"Hero Nutrasense IF",8,8,8,1,1,2,1,1,1,1,2,1,1,1,9,8,8,8,7,1,1,2,2,1,1,1,2,1,1,2,8,7,7,2,6,2,1,2,1,6,2,1,2,2,0,0,0,2,"3 7 13 14",7,0,3,1
"5620",6078,"Hero Nutrasense IF",8,8,7,1,1,2,2,1,1,1,2,2,1,1,10,10,9,8,10,1,1,1,1,1,1,1,1,1,1,1,10,8,9,1,6,2,3,2,1,9,2,1,1,2,1,0,3,2,"8 23",23,0,3,1
"5621",6079,"Hero Nutrasense IF",8,8,8,1,1,2,1,1,1,1,2,1,1,1,9,8,9,9,9,1,1,1,1,1,1,1,1,1,1,1,8,8,9,1,6,2,1,1,1,7,2,1,1,1,0,2,0,1,"1 2 3",2,0,2,1
"5622",6080,"Hero Nutrasense IF",9,10,10,1,1,2,1,1,1,2,2,1,1,1,10,10,10,10,10,1,1,1,2,1,1,2,2,1,1,1,6,7,9,1,6,2,3,2,1,5,1,1,2,2,0,2,0,1,"1 12",12,0,3,1
"5623",6081,"Hero Nutrasense IF",7,7,7,1,1,2,2,1,1,1,1,1,1,1,7,8,6,3,5,1,2,2,1,1,1,2,1,1,1,2,2,2,5,2,6,2,2,2,1,3,2,1,2,2,0,0,0,2,"3 7 14",7,0,3,1
"5624",6082,"Hero Nutrasense IF",9,10,10,1,1,1,1,1,1,2,1,1,1,1,9,9,10,10,9,1,1,1,1,1,1,2,1,1,1,1,9,10,10,1,6,2,4,2,1,6,1,1,2,3,0,1,2,1,"11",11,0,3,2
"5625",6083,"Hero Nutrasense IF",9,10,10,1,1,1,1,1,1,1,1,2,1,1,9,10,9,9,9,1,1,1,1,1,1,2,1,1,1,1,9,7,9,2,6,2,4,1,1,7,1,1,2,2,0,0,0,2,"3 4 6 7 11 13",3,0,3,2
"5626",6084,"Hero Nutrasense IF",9,9,9,1,1,2,2,1,1,1,2,2,1,1,10,10,10,10,10,1,1,1,1,1,1,1,2,1,1,2,10,10,10,1,6,2,4,2,1,9,1,1,2,2,0,0,0,2,"4 5 7 8 9",8,0,3,1
"5627",6085,"Hero Nutrasense IF",8,10,10,1,1,1,2,1,1,2,1,2,1,1,10,10,9,10,10,1,1,1,1,2,1,2,1,1,1,1,8,9,9,1,6,1,1,2,2,5,2,2,2,3,2,2,0,2,"8 10 11",8,0,1,1
"5628",6086,"Hero Nutrasense IF",10,9,9,1,1,2,1,1,1,1,1,2,1,1,10,10,10,10,10,1,1,1,1,1,1,1,2,1,1,1,10,10,10,1,6,2,2,2,1,3,2,1,2,3,0,1,2,1,"5 9",9,0,3,2
"5629",6087,"Hero Nutrasense IF",10,10,9,1,1,2,2,1,1,2,1,2,1,1,10,10,10,9,10,1,1,1,1,1,1,1,1,1,1,1,9,8,10,1,6,1,1,1,1,11,1,2,2,2,0,0,0,2,"1 2 3",2,0,1,2
"5630",6088,"Hero Nutrasense IF",10,7,8,1,1,2,1,1,1,1,2,2,1,1,10,10,9,8,9,1,1,1,2,1,1,1,1,1,1,1,9,7,9,2,6,2,2,1,1,10,1,1,2,2,0,0,0,2,"3 7 13 14",3,0,3,1
"5631",6089,"Hero Nutrasense IF",9,9,7,1,1,1,2,1,1,2,2,1,1,1,4,7,6,7,6,2,1,2,2,2,2,1,1,2,1,1,8,8,5,2,6,1,3,2,1,5,1,2,2,2,0,0,0,2,"3 7 14",7,0,1,2
"5632",6091,"Hero Nutrasense IF",8,8,8,1,1,2,1,1,1,1,1,2,1,1,8,8,9,8,9,1,1,2,2,1,1,1,1,1,1,2,8,8,8,1,6,1,2,1,2,10,1,2,3,3,0,0,0,2,"1 2 6 8 9",1,0,1,1
"5633",6092,"Hero Nutrasense IF",10,9,9,1,1,2,1,1,1,1,2,2,1,1,9,10,10,10,9,1,1,1,1,1,1,1,2,1,1,1,9,9,9,1,6,2,4,2,2,6,2,1,1,2,0,0,0,2,"4 5 6 7 11",11,0,4,1
"5634",6093,"Hero Nutrasense IF",8,6,8,1,1,2,1,1,1,1,2,2,2,1,8,6,7,7,7,1,1,2,1,1,1,1,2,1,1,2,7,8,8,1,6,1,2,2,1,12,1,2,2,2,2,1,3,2,"2 4 9",9,0,1,1
"5635",6094,"Hero Nutrasense IF",9,9,7,2,2,1,1,1,1,1,2,2,1,2,10,9,9,10,7,2,1,2,1,2,1,2,2,2,1,1,9,6,9,1,6,2,3,2,2,10,2,1,2,2,1,2,1,1,"9 12",9,0,3,2
